0ft,1,71:61:E5:F3:F8:73,LightBlue,692,1388846795.175400,1388846807.775722
5ft,2,71:61:E5:F3:F8:73,LightBlue,153,1388846829.571547,1388846842.359269
10ft,3,71:61:E5:F3:F8:73,LightBlue,19,1388846891.415333,1388846897.260939
15ft,4,71:61:E5:F3:F8:73,LightBlue,55,1388846924.107716,1388846935.673914
20ft,5,71:61:E5:F3:F8:73,LightBlue,10,1388846960.675034,1388846961.088555
Unknown,6,71:61:E5:F3:F8:73,LightBlue,11,1388846969.218050,1388846971.235596
