0ft,1,50:B5:92:1E:9F:09,LightBlue,730,1388847372.741218,1388847386.093534
5ft,2,50:B5:92:1E:9F:09,LightBlue,231,1388847445.307297,1388847456.800983
10ft,3,50:B5:92:1E:9F:09,LightBlue,107,1388847482.287447,1388847494.629824
15ft,4,50:B5:92:1E:9F:09,LightBlue,1,1388847525.889958,1388847525.889958
25ft,5,50:B5:92:1E:9F:09,LightBlue,4,1388847558.894374,1388847564.647996
30ft,6,50:B5:92:1E:9F:09,LightBlue,2,1388847654.896299,1388847654.898469
